% time (yyyyDDD),wavelength (nm),irradiance (W/m^2/nm),uncertainty (unitless)
1999047,21.85,1.0140387894352898E-4,0.07247176021337509
1999047,21.95,1.5960856399033219E-4,0.08383302390575409
1999047,22.05,1.4216431009117514E-4,0.07457489520311356
1999047,22.15,1.1110129707958549E-4,0.06526077538728714
1999047,22.25,7.663530413992703E-5,0.0625079870223999
1999047,22.35,9.127012162934989E-5,0.050589416176080704
1999047,22.45,1.4901523536536843E-4,0.04754265770316124
1999047,22.55,1.3224643771536648E-4,0.0488276481628418
1999047,22.65,1.4542222197633237E-4,0.045274943113327026
1999047,22.75,1.5106618229765445E-4,0.05083116888999939
1999047,22.85,9.220217179972678E-5,0.04546031728386879
1999047,22.95,4.901623469777405E-5,0.0354786217212677
1999047,23.05,5.747012255596928E-5,0.04738779738545418
1999047,23.15,4.373069532448426E-5,0.04414312168955803
1999047,23.25,5.2486429922282696E-5,0.048892825841903687
1999047,23.35,8.891830657375976E-5,0.05334220081567764
1999047,23.45,1.040162387653254E-4,0.04863181710243225
1999047,23.55,3.8733116525691E-5,0.05601001903414726
1999047,23.65,4.3580555939115584E-5,0.04844360053539276
1999047,23.75,6.55616240692325E-5,0.03587447106838226
1999047,23.85,6.85175255057402E-5,0.041123636066913605
1999047,23.95,6.346922600641847E-5,0.08504416048526764
1999047,24.05,9.601884812582284E-5,0.06652788817882538
1999047,24.15,1.1258829908911139E-4,0.06509207934141159
1999047,24.25,1.1411863670218736E-4,0.04067156836390495
1999047,24.35,1.324445620412007E-4,0.06682553142309189
1999047,24.45,7.735679537290707E-5,0.06823980063199997
1999047,24.55,5.3694337111664936E-5,0.060775574296712875
1999047,24.65,8.380242070415989E-5,0.08551205694675446
1999047,24.75,4.223573341732845E-5,0.05777517706155777
1999047,24.85,4.087501656613313E-5,0.051812320947647095
1999047,24.95,6.238919741008431E-5,0.1152191236615181
1999047,25.05,3.4338336263317615E-5,0.08810241520404816
1999047,25.15,1.2238224735483527E-4,0.09754783660173416
1999047,25.25,9.703739488031715E-5,0.12138994038105011
1999047,25.35,3.90182358387392E-5,0.05994263291358948
1999047,25.45,4.072037336300127E-5,0.060058314353227615
1999047,25.55,6.752226909156889E-5,0.03852863609790802
1999047,25.65,4.709266358986497E-4,0.04528040811419487
1999047,25.75,2.932725183200091E-4,0.0635116696357727
1999047,25.85,1.64160126587376E-4,0.0685473307967186
1999047,25.95,6.405427120625973E-5,0.061070892959833145
1999047,26.05,4.9836999096442014E-5,0.060537561774253845
1999047,26.15,6.361712439684197E-5,0.07524916529655457
1999047,26.25,4.14931564591825E-5,0.1406351625919342
1999047,26.35,4.6678222133778036E-5,0.1367374062538147
1999047,26.45,1.994799094973132E-4,0.08769481629133224
1999047,26.55,5.4548705520574003E-5,0.15354837477207184
1999047,26.65,2.040284380200319E-5,0.05883251875638962
1999047,26.75,9.456764928472694E-6,0.07560732960700989
1999047,26.85,6.729530468874145E-6,0.09487150609493256
1999047,26.95,1.3022525308770128E-5,0.08362189680337906
1999047,27.05,1.1055985669372603E-4,0.11680275201797485
1999047,27.15,4.405510117067024E-5,0.06426654011011124
1999047,27.25,4.732172965304926E-5,0.06703837215900421
1999047,27.35,6.369738548528403E-5,0.10506181418895721
1999047,27.45,1.893980661407113E-4,0.13330577313899994
1999047,27.55,3.2320771424565464E-5,0.0734710544347763
1999047,27.65,4.4182448618812487E-5,0.06188719719648361
1999047,27.75,6.584482616744936E-5,0.06307292729616165
1999047,27.85,3.520555037539452E-5,0.06893008202314377
1999047,27.95,1.4001617273606826E-5,0.05451500415802002
1999047,28.05,1.513119786977768E-5,0.071794793009758
1999047,28.15,2.402061363682151E-5,0.09536851942539215
1999047,28.25,1.0923876288870815E-5,0.07645048946142197
1999047,28.35,3.2423739321529865E-4,0.12314604222774506
1999047,28.45,7.326875347644091E-4,0.2010822743177414
1999047,28.55,3.7252910260576755E-5,0.10140465199947357
1999047,28.65,1.6561863958486356E-5,0.09650347381830215
1999047,28.75,1.2296703971514944E-5,0.10844144225120544
1999047,28.85,4.797549263457768E-5,0.1307937055826187
1999047,28.95,2.219165617134422E-5,0.10484591126441956
1999047,29.05,4.0835802792571485E-5,0.06335920840501785
1999047,29.15,4.045854075229727E-5,0.09270678460597992
1999047,29.25,5.4272142733680084E-5,0.0707152783870697
1999047,29.35,1.8984772395924665E-5,0.08196211606264114
1999047,29.45,7.469817319361027E-6,0.11704663187265396
1999047,29.55,3.218208803446032E-5,0.05907400697469711
1999047,29.65,5.434481499833055E-5,0.06835290044546127
1999047,29.75,5.8534665186016355E-6,0.16609439253807068
1999047,29.85,4.166709004493896E-6,0.3178459703922272
1999047,29.95,1.255423285329016E-5,0.1364593356847763
1999047,30.05,9.290472917200532E-6,0.11839383840560913
1999047,30.15,4.795010681846179E-6,0.23060822486877441
1999047,30.25,8.604401227785274E-5,0.07982038706541061
1999047,30.35,0.005006514489650726,0.023933472111821175
1999047,30.45,0.0010993975447490811,0.027810661122202873
1999047,30.55,4.2635947465896606E-5,0.04818695783615112
1999047,30.65,1.717138547974173E-5,0.06441215425729752
1999047,30.75,1.4503502825391479E-5,0.07693449407815933
1999047,30.85,2.4141714675351977E-5,0.0786651000380516
1999047,30.95,8.906686161935795E-6,0.12314096093177795
1999047,31.05,5.168602001504041E-6,0.733138918876648
1999047,31.15,3.2951873436104506E-5,0.06972604990005493
1999047,31.25,5.801201768917963E-5,0.0833694264292717
1999047,31.35,3.7031837564427406E-5,0.07344724982976913
1999047,31.45,6.730775930918753E-5,0.07605618983507156
1999047,31.55,5.758792758570053E-5,0.08090951293706894
1999047,31.65,5.512153074960224E-5,0.07784302532672882
1999047,31.75,2.515792402846273E-5,0.09679484367370605
1999047,31.85,2.2891665139468387E-5,0.10091348737478256
1999047,31.95,6.430905341403559E-5,0.07408829778432846
1999047,32.05,6.189128180267289E-5,0.08901779353618622
1999047,32.15,3.151752389385365E-5,0.11726176738739014
1999047,32.25,8.575940228183754E-6,0.32128193974494934
1999047,32.35,7.212085620267317E-6,0.6284230351448059
1999047,32.45,4.896881819149712E-6,0.9171039462089539
1999047,32.55,6.287189989961917E-6,0.42858368158340454
1999047,32.65,1.2097870239813346E-5,0.1662472039461136
1999047,32.75,1.071015140041709E-5,0.20489612221717834
1999047,32.85,2.0014973415527493E-5,0.11859145015478134
1999047,32.95,4.8189326662395615E-6,1.2745976448059082
1999047,33.05,3.5429393392405473E-6,1.5950020551681519
1999047,33.15,1.8731927866610931E-6,1.232469916343689
1999047,33.25,3.4870794479502365E-5,0.1002902165055275
1999047,33.35,5.032281478634104E-5,0.1094781681895256
1999047,33.45,1.5964852354954928E-4,0.1385088860988617
1999047,33.55,5.494171055033803E-4,0.21413260698318481
1999047,33.65,2.2502093997900374E-5,0.3048397898674011
1999047,33.75,8.810127837932669E-6,0.28881463408470154
1999047,33.85,2.6960902687278576E-5,0.10170083492994308
1999047,33.95,1.505289492342854E-5,0.2779397964477539
1999047,34.05,1.1511469892866444E-5,0.2441289871931076
1999047,34.15,5.490459079737775E-5,0.06552798300981522
1999047,34.25,7.207269663922489E-5,0.10516196489334106
1999047,34.35,2.8784288588212803E-6,0.24828490614891052
1999047,34.45,2.2889831598149613E-5,0.08044090867042542
1999047,34.55,6.470154039561749E-5,0.07033484429121017
1999047,34.65,3.802972787525505E-5,0.08448896557092667
1999047,34.75,1.1975042434642091E-4,0.07802533358335495
1999047,34.85,8.919976244214922E-5,0.0753314271569252
1999047,34.95,9.776202932698652E-5,0.07075633108615875
1999047,35.05,3.045737321372144E-5,0.08412187546491623
1999047,35.15,2.361122278671246E-5,0.11394979804754257
1999047,35.25,9.605595550965518E-5,0.07797498255968094
1999047,35.35,5.109129779157229E-5,0.09560378640890121
1999047,35.45,6.70716108288616E-5,0.1053161695599556
1999047,35.55,3.856896728393622E-5,0.07917386293411255
1999047,35.65,5.273061105981469E-5,0.0995650514960289
1999047,35.75,5.549648903979687E-6,0.7078209519386292
1999047,35.85,2.5282266506110318E-5,0.11048027127981186
1999047,35.95,5.639810115098953E-5,0.12030766159296036
1999047,36.05,2.856987703125924E-4,0.1426788717508316
1999047,36.15,1.0088748967973515E-4,0.1966255009174347
1999047,36.25,3.807676421274664E-6,0.2136550396680832
1999047,36.35,7.275204552570358E-6,0.1425497829914093
1999047,36.45,1.1309466935927048E-4,0.08018454909324646
1999047,36.55,3.566398663679138E-5,0.16054245829582214
1999047,36.65,3.870912223646883E-6,0.8083898425102234
1999047,36.75,1.513460447313264E-4,0.07270131260156631
1999047,36.85,2.3617730767000467E-4,0.07873180508613586
1999047,36.95,3.56351665686816E-5,0.08398177474737167
1999047,37.05,5.765292826254154E-6,1.7630037069320679
1999047,37.15,1.0903851034527179E-5,0.7252145409584045
1999047,37.25,7.93612707639113E-6,1.0691993236541748
1999047,37.35,1.3845025932823773E-5,0.2666468322277069
1999047,37.45,2.2229374735616148E-5,0.14632166922092438
1999047,37.55,8.55511098052375E-6,0.9850685596466064
1999047,37.65,7.669673323107418E-6,1.0755388736724854
1999047,37.75,7.4063045758521184E-6,0.7932569980621338
1999047,37.85,9.28828194446396E-6,0.3713867664337158
1999047,37.95,1.1459033885330427E-5,0.16867460310459137
1999047,38.05,9.04526768863434E-6,0.20396284759044647
1999047,38.15,6.878078238514718E-6,0.2494020015001297
1999047,38.25,8.477409210172482E-6,0.182235449552536
1999047,38.35,1.2672401680902112E-5,0.09003987908363342
1999047,38.45,1.9527196855051443E-5,0.06133904680609703
1999047,38.55,1.1140153219457716E-5,0.08974321186542511
1999047,38.65,7.893017027527094E-6,0.09045417606830597
1999047,38.75,7.917459697637241E-6,0.0904354453086853
1999047,38.85,7.85104202805087E-6,0.09932810813188553
1999047,38.95,1.532581700303126E-5,0.13566946983337402
1999047,39.05,1.042294388753362E-5,0.14999884366989136
1999047,39.15,3.2027751331042964E-6,0.2025713175535202
1999047,39.25,1.1020062629540917E-5,0.07261643558740616
1999047,39.35,7.604921847814694E-6,0.11672432720661163
1999047,39.45,5.9351932577556E-6,0.14657430350780487
1999047,39.55,6.023495188856032E-6,0.09965794533491135
1999047,39.65,3.1903737180982716E-6,0.24238654971122742
1999047,39.75,3.4586576020956272E-6,0.263731449842453
1999047,39.85,4.588169304042822E-6,0.17254634201526642
1999047,39.95,9.5587502073613E-6,0.0816982090473175
1999047,40.05,2.014361416513566E-5,0.06399458646774292
1999047,40.15,2.5375535187777132E-5,0.04639500007033348
1999047,40.25,1.7036651115631685E-5,0.05929309129714966
1999047,40.35,1.7958534954232164E-5,0.06669121235609055
1999047,40.45,3.5057455534115434E-6,0.3425954282283783
1999047,40.55,3.575108848963282E-6,0.2903619110584259
1999047,40.65,5.07079994349624E-6,0.19802747666835785
1999047,40.75,4.015560080006253E-6,0.2985675036907196
1999047,40.85,3.4241415960423183E-6,0.4371214807033539
1999047,40.95,4.419516244524857E-6,0.46683934330940247
1999047,41.05,8.195544978661928E-6,0.16718432307243347
1999047,41.15,1.632604471524246E-5,0.10002326965332031
1999047,41.25,1.0930030839517713E-5,0.16258078813552856
1999047,41.35,5.16020872964873E-6,0.3721325099468231
1999047,41.45,3.454682882875204E-6,0.7567781805992126
1999047,41.55,5.3767212193633895E-6,0.253700852394104
1999047,41.65,2.65041999227833E-5,0.15371032059192657
1999047,41.75,8.082461863523349E-5,0.16612766683101654
1999047,41.85,8.693974450579844E-6,0.22867797315120697
1999047,41.95,1.227525899594184E-5,0.09998687356710434
1999047,42.05,5.7368638408661354E-6,0.21900542080402374
1999047,42.15,4.680337042373139E-6,0.30476483702659607
1999047,42.25,3.563447535270825E-6,0.44932636618614197
1999047,42.35,3.1333861443272326E-6,1.3551973104476929
1999047,42.45,2.825428509822814E-6,0.9057406187057495
1999047,42.55,2.996191824422567E-6,1.210037350654602
1999047,42.65,3.5426562590146204E-6,0.5962727665901184
1999047,42.75,5.222338586463593E-6,0.26137006282806396
1999047,42.85,5.817356395709794E-6,0.19807031750679016
1999047,42.95,1.1011983588105068E-5,0.11521455645561218
1999047,43.05,3.308142549940385E-5,0.08821629732847214
1999047,43.15,1.7146176105597988E-5,0.08713692426681519
1999047,43.25,4.922111202176893E-6,0.23787614703178406
1999047,43.35,7.354465196840465E-6,0.13595952093601227
1999047,43.45,2.0389212295413017E-5,0.10255275666713715
1999047,43.55,2.1389567336882465E-5,0.06904477626085281
1999047,43.65,4.927198824589141E-5,0.08843586593866348
1999047,43.75,1.6977232007775456E-5,0.09243490546941757
1999047,43.85,6.702699010929791E-6,0.16349393129348755
1999047,43.95,7.1797394411987625E-6,0.13147886097431183
1999047,44.05,3.7098664051882224E-6,0.23328885436058044
1999047,44.15,6.265980573516572E-6,0.14878934621810913
1999047,44.25,3.6828348584094783E-6,0.25460827350616455
1999047,44.35,1.3147094250598457E-5,0.11187182366847992
1999047,44.45,1.3952873814560007E-5,0.08524516969919205
1999047,44.55,1.2897056876681745E-5,0.22945480048656464
1999047,44.65,7.40893210604554E-6,0.15426896512508392
1999047,44.75,2.0903087715851143E-5,0.10762227326631546
1999047,44.85,7.661485142307356E-6,0.11173918843269348
1999047,44.95,3.3953126603591954E-6,0.24440497159957886
1999047,45.05,3.5139335068379296E-6,0.2556746006011963
1999047,45.15,4.180173618806293E-6,0.18768525123596191
1999047,45.25,4.562715730571654E-6,0.15116934478282928
1999047,45.35,3.598858256737003E-6,0.23892641067504883
1999047,45.45,4.177441951469518E-6,0.2030084729194641
1999047,45.55,5.256804342934629E-6,0.16943292319774628
1999047,45.65,6.770596883143298E-6,0.12190452963113785
1999047,45.75,5.461135060613742E-6,0.13521109521389008
1999047,45.85,5.475752459460637E-6,0.1349153220653534
1999047,45.95,1.633091233088635E-5,0.05426837503910065
1999047,46.05,1.0423060302855447E-5,0.07503539323806763
1999047,46.15,8.89338662091177E-6,0.0866343304514885
1999047,46.25,6.108890374889597E-6,0.0929066464304924
1999047,46.35,4.686511601903476E-6,0.12242507189512253
1999047,46.45,3.423703310545534E-5,0.08747948706150055
1999047,46.55,1.0265446326229721E-4,0.05135868489742279
1999047,46.65,2.3292328478419222E-5,0.06270795315504074
1999047,46.75,1.6727415641071275E-5,0.08469085395336151
1999047,46.85,5.880486696696607E-6,0.09870202094316483
1999047,46.95,1.1416478628234472E-5,0.0627564936876297
1999047,47.05,8.95569974090904E-6,0.06047468259930611
1999047,47.15,6.626025424338877E-6,0.08738967776298523
1999047,47.25,6.910791398695437E-6,0.08483481407165527
1999047,47.35,6.875156941532623E-6,0.08287439495325089
1999047,47.45,7.191142231022241E-6,0.07977120578289032
1999047,47.55,7.768877367198002E-6,0.0741088017821312
1999047,47.65,8.1313037298969E-6,0.07101936638355255
1999047,47.75,8.517897185811307E-6,0.06908973306417465
1999047,47.85,8.914185855246615E-6,0.06629078090190887
1999047,47.95,1.087198961613467E-5,0.06271525472402573
1999047,48.05,1.4698551240144297E-5,0.05504865571856499
1999047,48.15,2.344244421692565E-5,0.053988441824913025
1999047,48.25,1.4866675883240532E-5,0.04960247129201889
1999047,48.35,1.3549060895456932E-5,0.043502580374479294
1999047,48.45,1.1928699677810073E-5,0.05423688888549805
1999047,48.55,1.2533673725556582E-5,0.04740994796156883
1999047,48.65,1.4997814105299767E-5,0.056234706193208694
1999047,48.75,1.6791427697171457E-5,0.04667415842413902
1999047,48.85,1.5168186109804083E-5,0.04574543610215187
1999047,48.95,2.0326335288700648E-5,0.04179098457098007
1999047,49.05,1.762976717145648E-5,0.043504148721694946
1999047,49.15,2.2477557649835944E-5,0.049915626645088196
1999047,49.25,1.847059502324555E-5,0.04374191537499428
1999047,49.35,1.852859895734582E-5,0.04340992122888565
1999047,49.45,1.957435961230658E-5,0.043210916221141815
1999047,49.55,2.0564642909448594E-5,0.04285898432135582
1999047,49.65,2.1813195417053066E-5,0.042390719056129456
1999047,49.75,2.3291664547286928E-5,0.04258964955806732
1999047,49.85,4.96596512675751E-5,0.13112367689609528
1999047,49.95,2.4864758597686887E-4,0.11026228219270706
1999047,50.05,3.57775752490852E-5,0.07711221277713776
1999047,50.15,2.341377330594696E-5,0.040883589535951614
1999047,50.25,2.4016240786295384E-5,0.04129621386528015
1999047,50.35,2.5748495318111964E-5,0.041279327124357224
1999047,50.45,2.618026701384224E-5,0.04032089188694954
1999047,50.55,1.9592736862250604E-5,0.03916958346962929
1999047,50.65,1.5107037143025082E-5,0.04166966304183006
1999047,50.75,3.1632585887564346E-5,0.0227846410125494
1999047,50.85,3.0357798095792532E-5,0.02392430603504181
1999047,50.95,1.1170865036547184E-5,0.07268321514129639
1999047,51.05,1.0623478374327533E-5,0.06821024417877197
1999047,51.15,5.4851575441716705E-6,0.07326991111040115
1999047,51.25,8.20344575913623E-6,0.04876153543591499
1999047,51.35,7.532894414907787E-7,0.2791261374950409
1999047,51.45,1.338394099548168E-6,0.20225903391838074
1999047,51.55,1.5809444448677823E-5,0.03660615161061287
1999047,51.65,3.575783921405673E-6,0.07903711497783661
1999047,51.75,1.3238953897598549E-6,0.20163068175315857
1999047,51.85,1.9378251181478845E-6,0.12185381352901459
1999047,51.95,6.218960152182262E-6,0.1599883884191513
1999047,52.05,1.0227896564174443E-4,0.1416567862033844
1999047,52.15,2.5511488274787553E-5,0.1384086310863495
1999047,52.25,1.9978393538622186E-5,0.03258074074983597
1999047,52.35,1.1124761840619612E-6,0.15597085654735565
1999047,52.45,8.817426646601234E-7,0.22967258095741272
1999047,52.55,1.624232390895486E-5,0.03582697734236717
1999047,52.65,7.629461833857931E-6,0.13654378056526184
1999047,52.75,1.0549354101385688E-6,0.16180770099163055
1999047,52.85,8.674270475239609E-7,0.21146956086158752
1999047,52.95,1.1215806807740591E-6,0.1641061007976532
1999047,53.05,1.1651817430902156E-6,0.1576026976108551
1999047,53.15,8.826301041153783E-7,0.23425672948360443
1999047,53.25,1.4369384189194534E-6,0.15609459578990936
1999047,53.35,1.4598260804632446E-6,0.12029798328876495
1999047,53.45,1.90835407920531E-6,0.092954620718956
1999047,53.55,1.7729345245243167E-6,0.10002165287733078
1999047,53.65,3.385829768376425E-5,0.06395161151885986
1999047,53.75,4.612147677107714E-5,0.034995079040527344
1999047,53.85,1.725871152302716E-5,0.01589696668088436
1999047,53.95,8.646020432934165E-6,0.04079657047986984
1999047,54.05,2.584382173154154E-6,0.06742064654827118
1999047,54.15,4.985446594218956E-6,0.056323882192373276
1999047,54.25,3.9826581996749155E-6,0.054105330258607864
1999047,54.35,6.745530299667735E-6,0.06507434695959091
1999047,54.45,4.825580617762171E-6,0.10773909091949463
1999047,54.55,7.619026405336626E-7,0.23998777568340302
1999047,54.65,6.889503083584714E-7,0.26245981454849243
1999047,54.75,1.0170753057536785E-6,0.1796017438173294
1999047,54.85,1.649485625421221E-6,0.11418893933296204
1999047,54.95,1.4397646737052128E-5,0.12257648259401321
1999047,55.05,1.6323179806931876E-5,0.10337036103010178
1999047,55.15,3.3217565942322835E-6,0.06913731247186661
1999047,55.25,6.520117949548876E-6,0.06763627380132675
1999047,55.35,5.581244840868749E-5,0.036052506417036057
1999047,55.45,1.671066420385614E-4,0.018342245370149612
1999047,55.55,3.764558641705662E-5,0.07252277433872223
1999047,55.65,1.8080959307553712E-6,0.09811366349458694
1999047,55.75,2.366349144722335E-5,0.0900704637169838
1999047,55.85,1.9336872355779633E-5,0.058025918900966644
1999047,55.95,3.1360712000605417E-6,0.07205384224653244
1999047,56.05,2.417197720205877E-6,0.07920340448617935
1999047,56.15,6.078731985326158E-6,0.06779098510742188
1999047,56.25,1.609086939424742E-5,0.06403405219316483
1999047,56.35,6.907630904606776E-6,0.06582808494567871
1999047,56.45,3.092815404670546E-6,0.06958723813295364
1999047,56.55,1.3201704405219061E-6,0.12224332243204117
1999047,56.65,1.2487751064327313E-6,0.1367810219526291
1999047,56.75,5.702313046640484E-6,0.14077553153038025
1999047,56.85,1.1747424650820903E-5,0.0754777193069458
1999047,56.95,6.1353407545539085E-6,0.03945149853825569
1999047,57.05,3.0836476980766747E-6,0.05761299654841423
1999047,57.15,2.641054379637353E-6,0.08762283623218536
1999047,57.25,1.0193008165515494E-5,0.026046372950077057
1999047,57.35,8.452128895442002E-6,0.09726040810346603
1999047,57.45,1.0350849152018782E-5,0.07844114303588867
1999047,57.55,1.576203544573218E-6,0.1050848588347435
1999047,57.65,7.782433044667414E-7,0.20519118010997772
1999047,57.75,8.97087375051342E-7,0.1644294708967209
1999047,57.85,8.31094553177536E-7,0.19720110297203064
1999047,57.95,1.0616653298711753E-6,0.16426244378089905
1999047,58.05,1.561254248372279E-5,0.09355189651250839
1999047,58.15,1.1984813681920059E-5,0.09947305172681808
1999047,58.25,3.86234887628234E-6,0.08017390966415405
1999047,58.35,1.2301192327868193E-4,0.10560090839862823
1999047,58.45,6.179482443258166E-4,0.03561793267726898
1999047,58.55,2.839988883351907E-5,0.09849457442760468
1999047,58.65,3.721981556736864E-6,0.0766364261507988
1999047,58.75,1.2357151035757852E-6,0.1432933360338211
1999047,58.85,6.97893199230748E-7,0.1901470273733139
1999047,58.95,6.50177526040352E-7,0.21719913184642792
1999047,59.05,7.314473577935132E-7,0.19281108677387238
1999047,59.15,1.6228533468165551E-6,0.10636187344789505
1999047,59.25,6.3530419538437854E-6,0.0748353973031044
1999047,59.35,2.5332326458737953E-6,0.0979912206530571
1999047,59.45,1.3104765912430594E-6,0.12597379088401794
1999047,59.55,1.230793372997141E-6,0.13416773080825806
1999047,59.65,1.9770047856582096E-6,0.11050528287887573
1999047,59.75,3.953044142690487E-6,0.06398317962884903
1999047,59.85,3.0614612569479505E-6,0.07081568986177444
1999047,59.95,3.986070441897027E-5,0.03108634427189827
1999047,60.05,8.276096195913851E-6,0.05173831805586815
1999047,60.15,1.4147987030810327E-6,0.12016680091619492
1999047,60.25,9.666866844781907E-7,0.15943479537963867
1999047,60.35,1.6979150814222521E-6,0.13277174532413483
1999047,60.45,2.96458529192023E-6,0.0938907340168953
1999047,60.55,7.331213396355452E-7,0.19570223987102509
1999047,60.65,7.307464215955406E-7,0.21288277208805084
1999047,60.75,4.159747277299175E-6,0.08913972973823547
1999047,60.85,2.691075496841222E-5,0.024884004145860672
1999047,60.95,2.594094548840076E-4,0.07912666350603104
1999047,61.05,1.0370780364610255E-4,0.09750742465257645
1999047,61.15,2.552735850258614E-6,0.09972374141216278
1999047,61.25,1.09520055957546E-6,0.19195067882537842
1999047,61.35,7.22167783351324E-7,0.2859366536140442
1999047,61.45,7.016964786998869E-7,0.2675062119960785
1999047,61.55,1.280954052162997E-6,0.13754837214946747
1999047,61.65,4.838159838982392E-6,0.06047305837273598
1999047,61.75,2.258820131828543E-6,0.0832129642367363
1999047,61.85,7.053628792164091E-7,0.2274782657623291
1999047,61.95,5.887625889045012E-7,0.2629737854003906
1999047,62.05,1.2903462902613683E-6,0.12440378963947296
1999047,62.15,1.7949774928638362E-6,0.09881633520126343
1999047,62.25,6.840897981419403E-7,0.18783807754516602
1999047,62.35,1.8754003576759715E-6,0.11279606819152832
1999047,62.45,9.234712342731655E-5,0.10040014982223511
1999047,62.55,7.44034769013524E-5,0.09242865443229675
1999047,62.65,3.078892405028455E-6,0.09470479935407639
1999047,62.75,2.1404709968919633E-6,0.12093301117420197
1999047,62.85,1.0389921044406947E-5,0.09426557272672653
1999047,62.95,4.39935305621475E-4,0.04742171987891197
1999047,63.05,1.6495732415933162E-4,0.05622997507452965
1999047,63.15,3.2159118745767046E-6,0.10786981135606766
1999047,63.25,1.7869243720269878E-6,0.20581218600273132
1999047,63.35,1.4148967011351488E-6,0.28701138496398926
1999047,63.45,1.1264489785389742E-6,0.31045639514923096
1999047,63.55,1.108351625589421E-6,0.25573113560676575
1999047,63.65,1.1624588296399452E-6,0.1923838108778
1999047,63.75,2.497333525752765E-6,0.10636968910694122
1999047,63.85,3.755471425392898E-6,0.09381350874900818
1999047,63.95,2.9070051823509857E-6,0.09721679240465164
1999047,64.05,8.483904707645706E-7,0.2035621702671051
1999047,64.15,1.0598047310850234E-6,0.2347850501537323
1999047,64.25,9.602836144040339E-7,0.27822184562683105
1999047,64.35,1.3045465721006622E-6,0.14507625997066498
1999047,64.45,3.028629635082325E-6,0.08110152184963226
1999047,64.55,1.4929119060980156E-6,0.19443997740745544
1999047,64.65,9.470711574977031E-7,0.3369837999343872
1999047,64.75,8.519647280991194E-7,0.42522361874580383
1999047,64.85,1.1548602287803078E-6,0.1839696764945984
1999047,64.95,1.5331321492340066E-6,0.14298275113105774
1999047,65.05,1.0573490953902365E-6,0.33196985721588135
1999047,65.15,1.3242188288131729E-6,0.21652311086654663
1999047,65.25,8.63536797623965E-7,0.5599520802497864
1999047,65.35,8.909691473490966E-7,0.5810118317604065
1999047,65.45,9.207832363244961E-7,0.4953575134277344
1999047,65.55,1.063753529706446E-6,0.41209766268730164
1999047,65.65,1.5663434851376223E-6,0.1940031349658966
